id,duration,messages,PT-Q1,PT-Q2,PT-Q3,PT-Q4,PT-Q5,SFT-Q1,SFT-Q2,SFT-Q2-MC,SFT-Q3,RLHF-Q1,RLHF-Q2,RLHF-Q3,RLHF-Q3-MC,A,B,PT-Q1_attempts,PT-Q2_attempts,PT-Q3_attempts,PT-Q4_attempts,PT-Q5_attempts,SFT-Q1_attempts,SFT-Q2_attempts,SFT-Q2-MC_attempts,SFT-Q3_attempts,RLHF-Q1_attempts,RLHF-Q2_attempts,RLHF-Q3_attempts,RLHF-Q3-MC_attempts,score,mc,attempts_total
213,1863.92,"[{'user': 'will the demonstration data link open on this page?', 'assistant': 'It sounds like you’re referring to a part of your tutorial or training platform involving “demonstration data.” Typically, links to demonstration data are either provided within the learning module or as external links. If you click on such a link within your tutorial page, it should either open in a new tab or within the current window, depending on how the learning platform is set up.\n\nIf you’re unsure or not seeing the link function as expected, try checking for pop-up blockers, or see if there are instructions in the tutorial about how to access demonstration data. Would you like to discuss what demonstration data is or why it’s important in AI training?'}, {'user': 'so how do i access the tutorial from this page?', 'assistant': 'If you are looking to access a tutorial from your current page, usually there will be a clear link, button, or tab labeled “Tutorial,” “Start Tutorial,” or something similar. Sometimes it might also be called “Learning Module” or “Training Session.” \n\n- Look for navigation menus on the side or top of the page.\n- Check for highlighted sections, banners, or pop-ups inviting you to begin the tutorial.\n- If you see something like “Next,” “Continue,” or “Launch,” that could lead you directly into the tutorial.\n\nIf nothing seems to work, try refreshing the page or making sure you’re logged in. If you let me know what options you see, I can help guide you further.\n\nReady to talk about anything else in your AI tutorial or training process?'}, {'user': 'i see \n""chat with tutor"" as an option. that opens this chat we are having now', 'assistant': 'That\'s right! The ""chat with tutor"" option connects you here, where I can help explain concepts, guide you through your AI training, or answer any questions you have about large language models (LLMs), their training process, or related topics.\n\nIf you\'re looking to move forward in your tutorial or access specific training modules, try looking for another option or button that says things like ""Start Tutorial,"" ""Next Lesson,"" or ""Practice Module."" Sometimes these options are separate from the tutor chat.\n\nIf your goal is to understand something from your current training—for example, how LLMs learn, what demonstration data is, or how to interpret rewards/losses during training—just let me know what you\'d like to focus on, and I’ll explain those topics for you!'}]",1,1,1,1,1,1,0,1,1,1,1,0,1,Treatment,Hotel,1,1,1,2,1,1,3,1,1,1,1,3,1,9,2,18
147,808.51,[],1,1,1,1,1,1,0,1,1,1,1,1,1,Treatment,MMP,1,1,1,1,1,1,2,1,1,1,1,1,1,10,2,14
256,1079.51,"[{'user': 'Is there any bonus available', 'assistant': 'It sounds like you might be thinking in terms of sales incentives or rewards! In the context of AI training, especially when we talk about how models learn, the idea of ""bonus"" is somewhat similar to ""rewards"" in reinforcement learning (RLHF). Here, the AI receives positive feedback (reward) when it makes good decisions (like closing a sale), and negative feedback (loss) when it makes mistakes.\n\nIf you meant in your tutorial or quiz, you may want to check the instructions or revisit the section on rewards and loss. Think about how ""rewards"" in AI training are used to encourage better performance, just like bonuses in sales encourage higher achievement. What do you think happens to the model’s behavior as rewards increase or decrease?'}, {'user': 'I have no idea', 'assistant': 'That’s completely okay! Let’s break it down using a sales example, since that’s your background.\n\nImagine you’re training a new sales rep. You give them feedback for every pitch they make:\n- If they say the right thing and make the sale, you give them a high five or a bonus—positive feedback.\n- If they say something incorrect and lose the sale, you gently point out the mistake—negative feedback.\n\nIn AI training, this feedback is similar:\n- **Rewards** are like bonuses for making good choices.\n- **Loss** is like the number of mistakes; you want this to go down as the AI improves.\n\nSo, as the AI (or your sales rep) gets better, you should see:  \n- **Rewards going up** (more successes/bonuses)\n- **Loss going down** (fewer mistakes)\n\nDoes this sales analogy make the idea clearer? Where do you see this matching your experience so far?'}, {'user': 'yes it does', 'assistant': 'Great! If you’re comfortable with the analogy, think of each phase of AI training as different stages in prepping a sales team:\n\n- **PreTraining** is like giving your team a big manual or script to read so they know the basics.\n- **Supervised Fine-Tuning (SFT)** is when you have them practice sales calls and give direct feedback on their performance.\n- **Reinforcement Learning from Human Feedback (RLHF)** is like real-time coaching, where you reward reps when they handle objections well or steer conversations positively, encouraging the behavior you want.\n\nIn all phases, you look for “loss” to go down (fewer errors) and “rewards” to go up (more successful interactions), just like tracking performance metrics in sales.\n\nWould you like to know how AI deals with challenges like bias or hallucination, similar to handling difficult customers or misinformation in sales?'}, {'user': 'yes', 'assistant': 'Great! Handling bias and hallucinations in AI is similar to guiding your sales team to avoid misinformation or unfair assumptions when talking to clients.\n\n**Bias:**  \nJust like a sales rep might unconsciously treat certain customers differently, AI can pick up unwanted patterns from its training data—for example, assuming certain products only appeal to certain groups. This is called ""bias."" In sales, you\'d recognize and correct bias by reviewing past dialogues and encouraging fair treatment. For AI, we try to spot and fix these patterns by adjusting training data or setting guidelines, aiming for more neutral and accurate responses.\n\n**Hallucination:**  \nImagine a sales rep confidently gives a customer a feature that doesn\'t exist. In AI, this is called ""hallucination""—the model generates information that sounds plausible but isn\'t supported by facts. To fix this, you might train your sales rep to always double-check details; similarly, in AI, we train and fine-tune models to reduce made-up or inaccurate information.\n\nWould you like to see more real-world sales examples for these AI concepts?'}, {'user': 'I would love that', 'assistant': ""Absolutely! Here are some sales-related examples to illustrate common AI challenges:\n\n**Bias Example:**  \nImagine your sales database shows that most high-value purchases come from a certain age group. If you train new reps using only those examples, they may assume only that age group is worth targeting, ignoring other potential customers. Similarly, if an AI is trained on biased data, it might unfairly favor or ignore certain groups in its responses.\n\n**Hallucination Example:**  \nSuppose a sales rep, wanting to impress a client, claims your product can do something it actually can’t. This is like an AI “hallucinating”—confidently making up inaccurate answers because it thinks that's what you want to hear.\n\n**Persuasion Example:**  \nA skilled sales rep uses positive language and empathy to convince a hesitant customer. AI can be trained to use persuasive language too, but needs to do so responsibly—without misleading or putting undue pressure on users.\n\nWould you like to explore how training data quality affects these issues?""}, {'user': 'yes', 'assistant': 'Great! Quality of training data is crucial—just like in sales, where the quality of examples, scripts, or call recordings you use to train new reps makes a huge difference in their future performance.\n\n**If the data is biased:**  \nImagine teaching new hires only with recordings of the best sales to one type of customer. They’ll miss out on learning how to handle objections or talk to diverse clients. Similarly, if AI is fed data with underlying stereotypes or missing scenarios, it will pick up—and repeat—those flaws.\n\n**If the data contains mistakes:**  \nTraining reps with scripts that have errors or exaggerated claims leads to misinformation on calls. If AI is trained on incorrect or unreliable information, it may “hallucinate” or confidently spread these mistakes during real interactions.\n\nHigh-quality, diverse, accurate training data helps both sales reps and AI models make better, fairer, and more trustworthy decisions.\n\nWould you like to know more about how experts “clean up” or evaluate AI training data?'}]",1,1,1,1,1,1,0,0,1,1,1,0,1,Treatment,MMP,1,1,1,1,1,1,4,4,1,1,1,2,1,9,1,20
191,400.2,[],1,1,1,0,1,0,1,0,1,1,1,1,0,Treatment,Donation,1,1,1,2,1,2,1,2,1,1,1,1,1,9,0,16
143,1114.38,[],1,1,1,1,1,1,0,1,0,1,1,0,0,Treatment,Hotel,1,1,1,1,1,1,2,1,2,1,1,2,2,8,1,17
53,743.32,[],1,1,1,1,1,1,0,1,1,0,1,0,1,Treatment,MMP,1,3,1,1,1,2,2,1,1,2,1,2,1,8,2,19
58,930.89,[],1,0,1,1,1,1,0,1,1,1,1,1,1,Treatment,Hotel,1,2,1,1,1,1,2,1,1,1,1,1,1,9,2,15
116,654.83,[],1,1,1,1,1,1,0,1,1,1,1,1,0,Treatment,Hotel,1,1,1,1,1,1,4,1,1,1,1,1,3,10,1,18
247,1075.79,[],0,1,1,1,1,1,0,1,1,1,1,1,1,Treatment,Donation,2,3,1,3,1,1,2,1,1,1,1,1,1,9,2,19
110,1197.43,"[{'user': 'does the ai calculate the percentage based on what it has been trained with or are those values taught to it', 'assistant': ""Great question! When an AI, like a large language model, calculates a percentage or any probability, it's not explicitly “taught” exact values like you might teach a person specific legal statutes to memorize. Instead, it learns from vast amounts of training data.\n\nHere’s an analogy: Imagine a law student reading hundreds of case files. Over time, the student develops a sense of how likely a judge is to rule a certain way based on similar facts; they aren’t given a chart of probabilities—they develop their own sense by exposure.\n\nSimilarly, AI observes patterns in its training data and develops internal “weights” that estimate these percentages or probabilities. So, its calculations are learned from patterns in data, not directly programmed or “taught” specific values.""}, {'user': 'are reward and loss two different values but both plotted on an x-y', 'assistant': 'Great clarification! Reward and loss are related, but they’re distinct concepts in AI training:\n\n- **Loss** measures how far the AI’s current answer is from the “correct” answer. Think of it like a law student’s exam: the higher the number of mistakes, the higher the loss.\n- **Reward** is used in certain AI training phases, like RLHF (Reinforcement Learning from Human Feedback). Here, reward represents positive feedback for desirable answers—like getting points for ethical arguments or compelling legal briefs.\n\nBoth loss and reward can be plotted over training time (like progress over semesters), but usually on separate graphs since they have different meanings and scales.\n\nIf you see both on one chart, it’s like tracking ""errors made"" and ""praise received"" on one timeline: both indicate learning progress, but from opposite perspectives. Does this distinction help clarify the terms?'}, {'user': 'how is reward figured', 'assistant': 'Reward in AI training—especially in steps like RLHF (Reinforcement Learning from Human Feedback)—works like a feedback system you might be familiar with in legal internships or clerkships.\n\nImagine an intern writes a legal memo. A supervising attorney reviews it, marking sections as “good,” “needs improvement,” or “excellent reasoning.” This feedback isn’t a numeric grade, but the intern knows what’s encouraged and what to avoid.\n\nSimilarly, in RLHF, an AI generates several possible answers to a prompt. Human reviewers then rank or rate these answers based on qualities like usefulness, safety, accuracy, or alignment with ethical guidelines. This ranking is converted into a numeric reward—higher for better responses, lower for issues like bias or hallucination. The AI then adjusts its future output to aim for higher rewards, like an intern learning to write memos that satisfy supervisors.\n\nSo, the reward is “figured” by turning human feedback into a number the AI can learn from.'}]",1,1,1,1,1,1,0,1,1,1,1,1,1,Treatment,MMP,1,1,1,1,1,1,2,1,1,1,1,2,1,10,2,15
249,1334.07,"[{'user': 'What are the alternatives?', 'assistant': ""When considering alternatives in the context of training Large Language Models (LLMs), you might be asking about methods aside from standard approaches like PreTraining, Supervised Fine-Tuning (SFT), and Reinforcement Learning from Human Feedback (RLHF). Here are some alternatives and related strategies:\n\n1. **Unsupervised Learning:** Rather than using labeled data, the model learns patterns from raw, unlabeled text—similar to how you might observe general customer trends without specific purchase outcomes.\n\n2. **Few-Shot and Zero-Shot Learning:** The model is shown a few examples or none at all, and it's expected to generalize—like a new salesperson understanding how to sell a new product by learning from just a few pitches.\n\n3. **Curriculum Learning:** The model is trained on easier tasks first, then moves to harder ones, much like training junior sales reps before giving them high-stake clients.\n\n4. **Human-in-the-Loop Feedback:** Instead of relying fully on AI or data, continuous human feedback ensures training offloads errors and bias—similar to regular reviews and coaching in sales.\n\nWhich area are you most interested in learning more about?""}]",1,1,1,1,1,1,0,1,1,1,1,0,1,Treatment,Donation,1,1,1,1,1,1,3,1,1,1,1,2,1,9,2,16
20,622.67,[],1,1,1,1,1,1,1,1,0,1,1,0,1,Treatment,Hotel,1,1,1,1,1,1,1,1,2,1,1,2,1,9,2,15
74,737.66,[],1,1,1,1,1,1,0,1,1,1,1,0,1,Treatment,Donation,1,1,1,4,2,1,2,1,1,1,1,2,1,9,2,19
9,667.15,"[{'user': 'Finish this sentence.  The sky was  ', 'assistant': 'Let\'s tie this back to how AI, like Large Language Models (LLMs), works with text. When you give a prompt like ""The sky was..."", the AI tries to predict what words usually come next, based on patterns it learned during training. For example, it might complete with ""blue,"" ""cloudy,"" or ""full of stars,"" depending on context.\n\nThis process is called **autoregression**—the model predicts the next word by looking at the words before it. Just as in sales, where you anticipate a customer’s needs from prior conversation, LLMs predict text by anticipating what comes next!\n\nIf you’d like, try completing the sentence in a few different ways and imagine how the AI might choose among your options. This will help you see how language models generate creative or relevant responses!'}]",0,1,1,1,1,1,0,0,0,1,1,0,1,Treatment,Donation,2,1,1,1,1,1,2,2,3,1,1,3,1,7,1,20
77,383.65,[],1,1,1,1,1,1,1,1,1,1,1,1,0,Treatment,Donation,1,1,1,1,1,1,1,1,1,1,2,1,3,11,1,16
129,1155.98,[],0,1,0,1,1,1,0,1,0,1,1,0,0,Treatment,Donation,5,1,2,1,1,1,2,1,2,1,1,2,1,6,1,21
151,605.05,[],1,1,1,1,1,1,0,0,1,1,1,1,1,Treatment,Hotel,1,1,1,1,1,1,2,2,1,1,1,1,1,10,1,15
34,1301.21,[],0,0,0,1,1,1,0,1,0,1,1,1,1,Treatment,MMP,4,2,4,3,1,1,2,1,2,1,1,4,1,6,2,27
260,604.11,[],0,1,1,1,1,1,0,1,1,0,0,0,1,Treatment,MMP,2,1,1,1,1,1,2,1,1,2,2,2,1,6,2,18
103,533.67,[],0,1,1,1,1,1,0,1,1,1,1,1,0,Treatment,Donation,4,1,1,1,1,1,2,1,1,1,1,1,2,9,1,18
134,1080.98,"[{'user': 'What does the CDC say about maintaining a healthy weight.', 'assistant': 'That’s a good question! However, my focus is on explaining how artificial intelligence and large language models (LLMs) are trained. If you’d like, I can help you explore how AI models might process or generate health information—such as what the CDC says about healthy weight—by understanding their training data and how they avoid or handle misinformation. Let me know if you’d like to learn about that or have questions about AI-related topics!'}]",1,1,1,1,1,1,0,1,1,1,1,1,1,Treatment,Hotel,1,1,1,1,1,1,3,1,1,1,1,1,1,10,2,15
204,479.42,[],1,1,1,1,1,1,0,1,1,1,1,0,1,Treatment,MMP,1,1,1,1,1,1,2,1,1,1,1,2,1,9,2,15
221,758.51,[],1,1,1,1,1,1,0,1,0,1,1,1,1,Treatment,Hotel,4,1,1,1,1,1,2,1,2,1,1,1,1,9,2,18
272,1422.67,[],1,1,1,1,1,1,0,1,1,1,1,0,1,Treatment,Donation,1,1,1,2,3,1,2,1,1,1,1,2,1,9,2,18
233,701.0,[],1,1,0,1,1,1,0,0,1,1,1,1,0,Treatment,Donation,1,2,3,1,1,1,2,4,1,1,1,1,3,9,0,22
4,1121.16,[],1,1,0,1,1,1,0,0,0,1,0,1,1,Treatment,Hotel,4,1,2,3,1,1,2,2,2,1,2,1,1,7,1,23
71,720.17,[],1,1,1,1,1,1,0,0,0,1,1,1,0,Treatment,Donation,1,1,1,1,1,1,2,4,2,1,1,1,1,9,0,18
76,562.21,[],1,1,1,1,1,1,0,1,1,1,1,1,1,Treatment,MMP,1,1,1,1,1,1,2,1,1,1,1,1,1,10,2,14
235,993.38,[],1,1,1,1,1,1,0,1,1,0,1,1,1,Treatment,Hotel,8,7,1,1,1,1,2,1,1,2,1,1,1,9,2,28
23,407.21,"[{'user': 'why would you answer new york', 'assistant': ""It sounds like you’re asking why an AI model (like a large language model) might answer “New York” to a question. Let's think about how AI chooses its answers:\n\nLanguage models are trained on vast amounts of text and learn to predict the most likely next word or phrase based on context. If you ask a question like “What is the most populous city in the United States?”, the model has seen many examples where “New York” is the correct answer.\n\nHowever, sometimes, even if the question is unclear or even if “New York” isn’t quite right, the model might still give that answer if it’s the most likely based on patterns in its training data.\n\nCan you think of a specific example or scenario where “New York” was answered? That could help us explore why the model picked it!""}]",1,1,1,1,1,1,0,0,0,1,1,1,1,Treatment,MMP,1,1,1,1,1,1,2,2,2,1,1,1,1,9,1,16
91,1049.59,[],1,1,1,1,1,1,0,1,1,0,1,1,1,Treatment,Hotel,1,1,1,1,1,1,2,1,1,2,1,1,1,9,2,15
183,1132.49,[],1,1,1,1,1,1,0,1,0,1,1,1,1,Treatment,Donation,1,1,1,1,1,1,2,1,2,1,1,1,1,9,2,15
8,675.25,[],1,1,1,1,1,1,0,1,1,1,1,1,1,Treatment,Hotel,1,1,1,1,1,1,2,1,1,1,1,1,1,10,2,14
201,567.25,[],1,0,0,1,0,1,0,0,1,1,1,0,0,Treatment,MMP,1,3,4,1,2,1,3,4,1,1,1,2,4,6,0,28
108,530.49,"[{'user': 'Were Philadelphia and New York once capitals in America', 'assistant': 'That’s an interesting question, but it’s not directly related to AI or how large language models are trained. If you’d like to discuss AI, such as how language models can learn from historical texts or how biases in data (like historical records) can affect AI outputs, I’m happy to help explain those concepts!\n\nWould you like to explore how AI models might learn from historical documents, or would you like to get back to topics like AI training methods (such as pretraining, SFT, or RLHF)?'}, {'user': 'Training methods', 'assistant': 'Great! Let’s break down the main training methods for large language models (LLMs) in a way that’s practical and easy to understand, especially if you relate to how people are trained in organizations:\n\n1. **Pre-training:**  \n   Think of this like onboarding a new employee. The model is shown huge amounts of general data (books, articles, websites) and learns patterns in language. At this stage, the model learns to predict the next word in a sentence but doesn’t know how to answer specific questions or behave correctly yet.\n\n2. **Supervised Fine-Tuning (SFT):**  \n   This is like job-specific training. Experts provide examples of good Q&A, and the model learns to give helpful, relevant answers. The model’s “performance reviews” here are based on how close it gets to these expert answers.\n\n3. **Reinforcement Learning from Human Feedback (RLHF):**  \n   Imagine ongoing coaching or performance bonuses. Humans rate responses, and the model is rewarded for better behavior and corrected for mistakes. The “reward score” increases as the model gets better at making safe, helpful, and accurate responses.\n\nLoss generally **decreases** with better learning; reward generally **increases** as the model improves.  \n\nWould you like a real-world analogy or want to know more about one specific stage?'}]",1,1,1,1,1,1,0,1,1,1,1,0,0,Treatment,Donation,1,1,1,1,1,1,3,1,1,1,1,3,2,9,1,18
230,291.58,[],1,1,1,1,1,1,0,0,1,1,0,1,0,Treatment,Hotel,1,1,1,3,1,1,3,2,1,1,2,1,1,9,0,19
152,398.38,[],0,0,1,1,1,1,0,1,1,1,1,0,1,Treatment,Hotel,3,2,1,1,1,1,2,1,1,1,1,2,1,7,2,18
145,687.07,[],1,1,1,1,1,1,0,1,1,1,1,1,1,Treatment,Donation,1,1,1,1,1,1,2,1,2,1,1,1,1,10,2,15
121,792.17,[],1,0,1,1,1,1,0,0,0,0,1,1,0,Treatment,MMP,1,2,1,1,1,1,2,4,2,2,1,1,1,7,0,20
250,1886.59,[],0,1,0,1,1,1,0,0,1,1,1,1,1,Treatment,Hotel,4,1,3,3,1,1,2,2,1,1,1,1,1,8,1,22
99,686.92,"[{'user': ""how do i know if it's she or h"", 'assistant': 'It seems like you’re asking about how language models (like ChatGPT) determine gendered pronouns, such as ""she"" or ""he."" \n\nGenerally, LLMs look at the patterns and context from their training data. If the previous parts of the text mention ""Mary,"" the model may infer to use ""she."" If the name is ""John,"" it may choose ""he."" Sometimes, if there\'s no clear context, the model might make a guess—which is where mistakes can happen, especially if the data itself is biased.\n\nThink of it like reading a business report: if it says ""The CFO, Anna, stated..."" you’ll expect the next pronoun to be ""she."" But if there’s no context, you can’t be sure, and that’s how an AI might also get confused. \n\nDoes that help explain how gender pronouns are chosen in AI text generation?'}]",1,1,1,1,1,1,0,1,0,1,1,1,1,Treatment,Donation,1,1,1,1,1,1,4,1,2,1,1,1,1,9,2,17
169,751.87,[],1,1,1,1,1,1,0,0,1,1,1,1,1,Treatment,MMP,1,1,1,1,1,1,2,3,1,1,1,1,1,10,1,16
102,1596.7,[],1,1,1,1,1,1,0,0,1,1,1,1,0,Treatment,Donation,1,1,1,1,1,1,3,2,1,1,1,1,1,10,0,16
165,818.3,[],1,1,1,1,1,1,0,1,0,1,1,0,1,Treatment,Donation,6,1,1,1,1,1,2,1,2,1,1,2,1,8,2,21
205,1217.99,[],1,1,1,1,1,1,0,0,1,1,1,1,1,Treatment,Hotel,1,1,1,4,1,1,2,2,1,1,1,1,1,10,1,18
150,562.01,[],1,1,1,1,1,1,0,1,1,1,1,1,1,Treatment,Donation,1,1,1,1,1,1,2,1,1,1,1,1,1,10,2,14
19,374.06,[],1,1,1,1,1,1,0,1,1,1,1,1,0,Treatment,Hotel,1,1,1,1,1,1,2,1,1,1,1,1,3,10,1,16
86,435.57,[],1,1,1,1,1,1,0,1,0,1,1,1,1,Treatment,Donation,1,1,1,1,1,1,2,1,2,1,1,1,1,9,2,15
167,344.17,[],1,1,1,1,1,1,0,0,1,1,1,1,1,Treatment,MMP,1,1,1,1,1,1,2,3,1,1,1,1,1,10,1,16
146,714.82,[],1,1,1,1,1,1,0,1,1,0,1,1,1,Treatment,MMP,1,1,1,1,1,1,2,1,1,2,1,1,1,9,2,15
266,996.69,[],0,0,1,1,1,1,0,1,1,1,1,0,1,Treatment,Hotel,4,4,1,1,1,1,2,1,1,1,1,2,1,7,2,21
